structure d50
trjconv_1hsi_602.pdb 5.02804136817
trjconv_1hsi_663.pdb 5.03128214275
trjconv_1hsi_449.pdb 4.54060568647
trjconv_1hsi_701.pdb 5.59743691345
trjconv_1hsi_350.pdb 4.0357527179
trjconv_1hsi_944.pdb 5.10549703751
trjconv_1hsi_236.pdb 5.33256036065
trjconv_1hsi_582.pdb 4.74457585038
trjconv_1hsi_129.pdb 5.60844006833
trjconv_1hsi_438.pdb 4.42686119051
trjconv_1hsi_939.pdb 4.93359909194
trjconv_1hsi_408.pdb 5.96024328363
trjconv_1hsi_679.pdb 5.11361907068
trjconv_1hsi_247.pdb 4.80430015715
trjconv_1hsi_93.pdb 4.91367479591
trjconv_1hsi_807.pdb 5.35298981878
trjconv_1hsi_588.pdb 4.75510252255
trjconv_1hsi_714.pdb 5.1597868173
trjconv_1hsi_199.pdb 4.98046182598
trjconv_1hsi_53.pdb 5.11137946155
trjconv_1hsi_228.pdb 5.45
trjconv_1hsi_74.pdb 5.18837161352
trjconv_1hsi_970.pdb 4.69882964152
trjconv_1hsi_374.pdb 4.70670797904
trjconv_1hsi_629.pdb 4.77848302288
trjconv_1hsi_153.pdb 5.73893718383
trjconv_1hsi_986.pdb 4.77250458355
trjconv_1hsi_427.pdb 4.80529915822
trjconv_1hsi_648.pdb 5.06404976279
trjconv_1hsi_926.pdb 5.00609628353
trjconv_1hsi_402.pdb 5.14494897934
trjconv_1hsi_531.pdb 5.59387164672
trjconv_1hsi_797.pdb 4.91838388091
trjconv_1hsi_873.pdb 5.447403051
trjconv_1hsi_265.pdb 4.81765503124
trjconv_1hsi_813.pdb 5.38830214446
trjconv_1hsi_560.pdb 5.20497838612
trjconv_1hsi_137.pdb 5.06476060639
trjconv_1hsi_881.pdb 6.23089881157
trjconv_1hsi_590.pdb 4.64053876182
trjconv_1hsi_158.pdb 4.48607846565
trjconv_1hsi_978.pdb 5.19033717595
trjconv_1hsi_989.pdb 4.72840353608
trjconv_1hsi_973.pdb 5.03177900946
trjconv_1hsi_562.pdb 4.77457851543
trjconv_1hsi_530.pdb 4.84022726739
trjconv_1hsi_294.pdb 5.04573086876
trjconv_1hsi_722.pdb 4.96471550041
trjconv_1hsi_14.pdb 5.27258001362
trjconv_1hsi_283.pdb 5.81079168444
trjconv_1hsi_568.pdb 5.10040194495
trjconv_1hsi_961.pdb 5.04864338214
trjconv_1hsi_640.pdb 5.63866118862
trjconv_1hsi_483.pdb 4.75656388583
trjconv_1hsi_126.pdb 5.37483953249
trjconv_1hsi_848.pdb 4.78741057358
trjconv_1hsi_92.pdb 4.59970651238
trjconv_1hsi_488.pdb 4.69068225315
trjconv_1hsi_442.pdb 5.40693073749
trjconv_1hsi_252.pdb 4.56706689244
trjconv_1hsi_746.pdb 4.8751410236
trjconv_1hsi_226.pdb 5.1482618426
trjconv_1hsi_214.pdb 4.88145470121
trjconv_1hsi_110.pdb 4.73647548289
trjconv_1hsi_125.pdb 4.58366665455
trjconv_1hsi_719.pdb 4.84417175583
trjconv_1hsi_554.pdb 4.96803784205
trjconv_1hsi_993.pdb 5.31950185638
trjconv_1hsi_67.pdb 4.82076757374
trjconv_1hsi_980.pdb 4.58377573622
trjconv_1hsi_738.pdb 5.10224460409
trjconv_1hsi_150.pdb 6.31241633608
trjconv_1hsi_131.pdb 5.16038758234
trjconv_1hsi_305.pdb 4.9010815133
trjconv_1hsi_971.pdb 4.97583158879
trjconv_1hsi_480.pdb 5.30209392599
trjconv_1hsi_235.pdb 4.93965585846
trjconv_1hsi_2.pdb 4.87444355799
trjconv_1hsi_505.pdb 4.54195992937
trjconv_1hsi_469.pdb 5.44834837359
trjconv_1hsi_28.pdb 5.17468839642
trjconv_1hsi_239.pdb 4.42648845023
trjconv_1hsi_66.pdb 4.97939755392
trjconv_1hsi_870.pdb 4.62696444767
trjconv_1hsi_191.pdb 5.37230862851
trjconv_1hsi_459.pdb 4.80244729279
trjconv_1hsi_461.pdb 4.84633882431
trjconv_1hsi_749.pdb 4.84059913647
trjconv_1hsi_513.pdb 4.62927640134
trjconv_1hsi_712.pdb 5.43898887662
trjconv_1hsi_932.pdb 5.11963865912
trjconv_1hsi_872.pdb 4.71310937705
trjconv_1hsi_817.pdb 5.69036026979
trjconv_1hsi_897.pdb 5.48268182553
trjconv_1hsi_816.pdb 5.43893371903
trjconv_1hsi_781.pdb 5.58099453503
trjconv_1hsi_458.pdb 5.31567493363
trjconv_1hsi_542.pdb 5.36917125821
trjconv_1hsi_677.pdb 5.24552189968
trjconv_1hsi_263.pdb 5.1958541165
trjconv_1hsi_115.pdb 5.15964146041
trjconv_1hsi_356.pdb 5.25253272241
trjconv_1hsi_674.pdb 4.35079303116
trjconv_1hsi_584.pdb 4.52081850996
trjconv_1hsi_101.pdb 4.68728066154
trjconv_1hsi_472.pdb 4.86909642542
trjconv_1hsi_634.pdb 4.46417965588
trjconv_1hsi_616.pdb 4.59809743263
trjconv_1hsi_121.pdb 5.30256541685
trjconv_1hsi_806.pdb 4.96351689833
trjconv_1hsi_967.pdb 4.39799954525
trjconv_1hsi_1000.pdb 5.12166964964
trjconv_1hsi_309.pdb 5.32070484053
trjconv_1hsi_41.pdb 5.12859629918
trjconv_1hsi_929.pdb 5.09641050152
trjconv_1hsi_801.pdb 4.84756639975
trjconv_1hsi_754.pdb 5.28308621925
trjconv_1hsi_622.pdb 4.70761085902
trjconv_1hsi_591.pdb 4.8410019624
trjconv_1hsi_343.pdb 5.44335374562
trjconv_1hsi_668.pdb 5.10848314082
trjconv_1hsi_810.pdb 4.44572828679
trjconv_1hsi_357.pdb 4.91716381667
trjconv_1hsi_290.pdb 4.73760488011
trjconv_1hsi_898.pdb 4.93238279131
trjconv_1hsi_423.pdb 4.58603314423
trjconv_1hsi_792.pdb 4.91199552117
trjconv_1hsi_526.pdb 4.96149171117
trjconv_1hsi_501.pdb 4.54588825204
trjconv_1hsi_484.pdb 5.48354812143
trjconv_1hsi_485.pdb 5.02396257948
trjconv_1hsi_122.pdb 5.03079516578
trjconv_1hsi_133.pdb 4.55601799821
trjconv_1hsi_976.pdb 4.85399835187
trjconv_1hsi_842.pdb 5.33741510471
trjconv_1hsi_798.pdb 4.77535339006
trjconv_1hsi_291.pdb 4.9029174988
trjconv_1hsi_782.pdb 4.93901812104
trjconv_1hsi_394.pdb 4.76893069776
trjconv_1hsi_658.pdb 4.91919708896
trjconv_1hsi_628.pdb 4.81507009295
trjconv_1hsi_453.pdb 5.25350359284
trjconv_1hsi_624.pdb 5.70639991588
trjconv_1hsi_300.pdb 4.92919871784
trjconv_1hsi_429.pdb 5.67966548311
trjconv_1hsi_320.pdb 5.30451694313
trjconv_1hsi_676.pdb 4.56852273717
trjconv_1hsi_435.pdb 4.52912795138
trjconv_1hsi_603.pdb 4.57322643218
trjconv_1hsi_592.pdb 4.72624586749
trjconv_1hsi_132.pdb 5.20031729801
trjconv_1hsi_78.pdb 4.95972781511
trjconv_1hsi_198.pdb 4.55904595283
trjconv_1hsi_875.pdb 4.89173793247
trjconv_1hsi_51.pdb 5.33746194366
trjconv_1hsi_721.pdb 5.1858461219
trjconv_1hsi_174.pdb 8.04232553432
trjconv_1hsi_60.pdb 4.42543783145
trjconv_1hsi_363.pdb 5.08661970271
trjconv_1hsi_945.pdb 5.08710133573
trjconv_1hsi_839.pdb 4.91988821011
trjconv_1hsi_312.pdb 4.96075599077
trjconv_1hsi_866.pdb 5.58722650337
trjconv_1hsi_527.pdb 5.18168891386
trjconv_1hsi_555.pdb 4.3532631439
trjconv_1hsi_341.pdb 5.5103175952
trjconv_1hsi_808.pdb 5.13124741169
trjconv_1hsi_385.pdb 4.73208199422
trjconv_1hsi_382.pdb 4.69323981914
trjconv_1hsi_528.pdb 5.09248465879
trjconv_1hsi_949.pdb 5.21464284491
trjconv_1hsi_267.pdb 4.64936554812
trjconv_1hsi_277.pdb 4.85473995184
trjconv_1hsi_734.pdb 4.80642278623
trjconv_1hsi_851.pdb 4.59719479683
trjconv_1hsi_143.pdb 5.66124544601
trjconv_1hsi_379.pdb 4.64869874266
trjconv_1hsi_436.pdb 4.40928565643
trjconv_1hsi_451.pdb 4.97740896451
trjconv_1hsi_490.pdb 4.8542558647
trjconv_1hsi_841.pdb 5.00116986314
trjconv_1hsi_463.pdb 4.6631427171
trjconv_1hsi_995.pdb 4.96843033563
trjconv_1hsi_69.pdb 4.62402422139
trjconv_1hsi_52.pdb 4.49384022858
trjconv_1hsi_384.pdb 4.82072608639
trjconv_1hsi_613.pdb 4.90756558795
trjconv_1hsi_83.pdb 4.90788141666
trjconv_1hsi_711.pdb 5.19556541678
trjconv_1hsi_448.pdb 4.53188702419
trjconv_1hsi_409.pdb 4.55329550985
trjconv_1hsi_863.pdb 5.04013888698
trjconv_1hsi_861.pdb 4.73861794197
trjconv_1hsi_173.pdb 5.9564502852
trjconv_1hsi_770.pdb 4.84410982534
trjconv_1hsi_981.pdb 4.77953972679
trjconv_1hsi_417.pdb 5.2251889918
trjconv_1hsi_940.pdb 4.12331177575
trjconv_1hsi_286.pdb 4.76305574185
trjconv_1hsi_135.pdb 4.9968990384
trjconv_1hsi_418.pdb 5.07813942306
trjconv_1hsi_30.pdb 4.88051226819
trjconv_1hsi_91.pdb 4.9008570679
trjconv_1hsi_953.pdb 5.03343818875
trjconv_1hsi_639.pdb 5.19273531003
trjconv_1hsi_172.pdb 8.38948746945
trjconv_1hsi_455.pdb 5.36979515438
trjconv_1hsi_278.pdb 5.45961537107
trjconv_1hsi_55.pdb 5.1033910295
trjconv_1hsi_399.pdb 5.43873146975
trjconv_1hsi_76.pdb 5.05832976386
trjconv_1hsi_609.pdb 5.56842886279
trjconv_1hsi_303.pdb 5.27593593593
trjconv_1hsi_885.pdb 4.92240794734
trjconv_1hsi_186.pdb 4.90340697883
trjconv_1hsi_594.pdb 4.97414314229
trjconv_1hsi_260.pdb 5.69450612433
trjconv_1hsi_410.pdb 5.33886692099
trjconv_1hsi_720.pdb 4.9546241028
trjconv_1hsi_646.pdb 5.18218100803
trjconv_1hsi_777.pdb 4.75105251497
trjconv_1hsi_586.pdb 4.99913992603
trjconv_1hsi_600.pdb 4.83263903059
trjconv_1hsi_867.pdb 5.07966534331
trjconv_1hsi_179.pdb 6.11182460481
trjconv_1hsi_136.pdb 4.85359660458
trjconv_1hsi_310.pdb 4.6222505341
trjconv_1hsi_178.pdb 6.63261637666
trjconv_1hsi_287.pdb 5.26798823081
trjconv_1hsi_452.pdb 5.85320425066
trjconv_1hsi_660.pdb 5.57277309784
trjconv_1hsi_81.pdb 5.21590835809
trjconv_1hsi_29.pdb 5.45039448114
trjconv_1hsi_844.pdb 5.04624612955
trjconv_1hsi_183.pdb 4.8254015377
trjconv_1hsi_739.pdb 5.57345494285
trjconv_1hsi_118.pdb 5.16609136582
trjconv_1hsi_113.pdb 5.02217084536
trjconv_1hsi_706.pdb 4.43637239194
trjconv_1hsi_985.pdb 6.60763951801
trjconv_1hsi_567.pdb 4.91786539059
trjconv_1hsi_49.pdb 4.60481269977
trjconv_1hsi_664.pdb 4.78306387162
trjconv_1hsi_692.pdb 5.58743232621
trjconv_1hsi_152.pdb 6.65447969416
trjconv_1hsi_917.pdb 5.32347630783
trjconv_1hsi_871.pdb 4.67017130307
trjconv_1hsi_731.pdb 5.08995088385
trjconv_1hsi_304.pdb 5.6178376623
trjconv_1hsi_61.pdb 4.9643730722
trjconv_1hsi_891.pdb 4.24333595182
trjconv_1hsi_596.pdb 4.8099168392
trjconv_1hsi_784.pdb 4.77146727957
trjconv_1hsi_317.pdb 5.28962191466
trjconv_1hsi_337.pdb 4.8971624437
trjconv_1hsi_757.pdb 5.33490393541
trjconv_1hsi_405.pdb 4.91346110191
trjconv_1hsi_865.pdb 4.96645749
trjconv_1hsi_73.pdb 4.65946348843
trjconv_1hsi_165.pdb 5.00345880367
trjconv_1hsi_59.pdb 5.34207824727
trjconv_1hsi_288.pdb 4.61788912816
trjconv_1hsi_755.pdb 4.79941663122
trjconv_1hsi_130.pdb 5.11443056459
trjconv_1hsi_723.pdb 5.42166026232
trjconv_1hsi_715.pdb 5.29450658702
trjconv_1hsi_612.pdb 4.54136543344
trjconv_1hsi_7.pdb 5.34117964498
trjconv_1hsi_825.pdb 5.41216222965
trjconv_1hsi_862.pdb 5.28337960022
trjconv_1hsi_314.pdb 4.9826599322
trjconv_1hsi_54.pdb 5.45055043092
trjconv_1hsi_690.pdb 4.72966172152
trjconv_1hsi_275.pdb 5.15461928759
trjconv_1hsi_269.pdb 4.97299708425
trjconv_1hsi_293.pdb 6.00456493012
trjconv_1hsi_154.pdb 6.34034699366
trjconv_1hsi_778.pdb 4.98832637264
trjconv_1hsi_465.pdb 4.679230706
trjconv_1hsi_370.pdb 4.6856589718
trjconv_1hsi_4.pdb 4.74615633961
trjconv_1hsi_830.pdb 5.0580332146
trjconv_1hsi_516.pdb 4.72751520357
trjconv_1hsi_589.pdb 5.60390042738
trjconv_1hsi_144.pdb 4.94435031121
trjconv_1hsi_540.pdb 5.19123299419
trjconv_1hsi_440.pdb 4.08970659094
trjconv_1hsi_328.pdb 4.72437297427
trjconv_1hsi_202.pdb 5.6736408064
trjconv_1hsi_671.pdb 4.58700337911
trjconv_1hsi_937.pdb 5.13734367159
trjconv_1hsi_649.pdb 4.83738565756
trjconv_1hsi_544.pdb 4.54532727095
trjconv_1hsi_693.pdb 5.19377512028
trjconv_1hsi_261.pdb 6.12946979763
trjconv_1hsi_282.pdb 4.76787164257
trjconv_1hsi_285.pdb 5.37182464345
trjconv_1hsi_167.pdb 5.24703725925
trjconv_1hsi_717.pdb 5.09452647456
trjconv_1hsi_687.pdb 4.09734060093
trjconv_1hsi_503.pdb 5.00164972784
trjconv_1hsi_496.pdb 4.5002555483
trjconv_1hsi_197.pdb 4.67835441154
trjconv_1hsi_326.pdb 4.86079211652
trjconv_1hsi_96.pdb 5.18556650714
trjconv_1hsi_210.pdb 5.15323199555
trjconv_1hsi_413.pdb 5.38666872937
trjconv_1hsi_793.pdb 5.29718793323
trjconv_1hsi_307.pdb 5.08331584696
trjconv_1hsi_27.pdb 5.21072931556
trjconv_1hsi_162.pdb 5.1172844361
trjconv_1hsi_190.pdb 4.89575326176
trjconv_1hsi_684.pdb 5.08580377128
trjconv_1hsi_209.pdb 4.96569229816
trjconv_1hsi_142.pdb 5.07693805359
trjconv_1hsi_395.pdb 5.08588242098
trjconv_1hsi_39.pdb 4.75092622548
trjconv_1hsi_623.pdb 4.91366462022
trjconv_1hsi_948.pdb 5.85953923103
trjconv_1hsi_518.pdb 4.98250940792
trjconv_1hsi_826.pdb 5.1568498136
trjconv_1hsi_238.pdb 4.91587225221
trjconv_1hsi_992.pdb 4.77078609875
trjconv_1hsi_763.pdb 4.94001012145
trjconv_1hsi_213.pdb 4.3846778673
trjconv_1hsi_947.pdb 6.87108433946
trjconv_1hsi_742.pdb 4.71463678346
trjconv_1hsi_804.pdb 5.08796619486
trjconv_1hsi_952.pdb 4.94225656962
trjconv_1hsi_675.pdb 4.94468401417
trjconv_1hsi_959.pdb 5.14297579228
trjconv_1hsi_672.pdb 4.71334276284
trjconv_1hsi_732.pdb 5.24573159817
trjconv_1hsi_785.pdb 5.01512711703
trjconv_1hsi_595.pdb 4.7359265197
trjconv_1hsi_502.pdb 5.31373691483
trjconv_1hsi_809.pdb 5.59325486635
trjconv_1hsi_550.pdb 6.00983360835
trjconv_1hsi_10.pdb 5.293288203
trjconv_1hsi_486.pdb 5.5480717371
trjconv_1hsi_98.pdb 4.15332397003
trjconv_1hsi_223.pdb 5.01432946664
trjconv_1hsi_327.pdb 5.28739066081
trjconv_1hsi_211.pdb 4.38479189928
trjconv_1hsi_700.pdb 4.92680423804
trjconv_1hsi_958.pdb 4.26704816003
trjconv_1hsi_434.pdb 5.34685889098
trjconv_1hsi_735.pdb 4.86413404421
trjconv_1hsi_65.pdb 5.04955443579
trjconv_1hsi_296.pdb 4.72719790151
trjconv_1hsi_796.pdb 4.87718156316
trjconv_1hsi_659.pdb 5.34738253728
trjconv_1hsi_859.pdb 5.17376072118
trjconv_1hsi_605.pdb 4.77915264456
trjconv_1hsi_330.pdb 4.86339387671
trjconv_1hsi_704.pdb 5.10881590978
trjconv_1hsi_543.pdb 5.30703306943
trjconv_1hsi_969.pdb 4.94652403209
trjconv_1hsi_240.pdb 4.55365787033
trjconv_1hsi_935.pdb 4.65695179275
trjconv_1hsi_146.pdb 5.08160407745
trjconv_1hsi_419.pdb 5.64102827506
trjconv_1hsi_925.pdb 5.83539201768
trjconv_1hsi_569.pdb 4.81129920084
trjconv_1hsi_800.pdb 4.90099989798
trjconv_1hsi_241.pdb 4.89552857207
trjconv_1hsi_843.pdb 5.25290395876
trjconv_1hsi_783.pdb 4.9902905727
trjconv_1hsi_553.pdb 5.47118817077
trjconv_1hsi_37.pdb 4.63286088718
trjconv_1hsi_718.pdb 5.23084123254
trjconv_1hsi_661.pdb 4.44499718785
trjconv_1hsi_160.pdb 4.87763262249
trjconv_1hsi_509.pdb 4.57542347767
trjconv_1hsi_391.pdb 5.36624636035
trjconv_1hsi_46.pdb 5.40193483856
trjconv_1hsi_894.pdb 5.44257292096
trjconv_1hsi_771.pdb 4.77126817523
trjconv_1hsi_585.pdb 4.58927009447
trjconv_1hsi_349.pdb 4.57083143421
trjconv_1hsi_347.pdb 4.81499740395
trjconv_1hsi_938.pdb 5.31572196414
trjconv_1hsi_31.pdb 5.14121580951
trjconv_1hsi_107.pdb 7.99348484705
trjconv_1hsi_686.pdb 5.13219251393
trjconv_1hsi_954.pdb 5.09949997549
trjconv_1hsi_990.pdb 4.911425455
trjconv_1hsi_834.pdb 5.36457826861
trjconv_1hsi_351.pdb 6.08715040064
trjconv_1hsi_495.pdb 5.2012498498
trjconv_1hsi_907.pdb 5.20650554595
trjconv_1hsi_614.pdb 5.56832111143
trjconv_1hsi_372.pdb 4.63178151471
trjconv_1hsi_618.pdb 4.79891654439
trjconv_3ebz_376.pdb 6.41178602263
trjconv_3ebz_499.pdb 8.32908758508
trjconv_3ebz_279.pdb 7.96949810214
trjconv_3ebz_252.pdb 5.92047295408
trjconv_3ebz_531.pdb 6.09716327484
trjconv_3ebz_474.pdb 7.41266483796
trjconv_3ebz_909.pdb 8.11775831126
trjconv_3ebz_509.pdb 5.5293489671
trjconv_3ebz_920.pdb 7.87665538157
trjconv_3ebz_411.pdb 6.27134754259
trjconv_3ebz_168.pdb 6.52153356198
trjconv_3ebz_696.pdb 8.83016421138
trjconv_3ebz_229.pdb 6.01216267245
trjconv_3ebz_640.pdb 7.41126844744
trjconv_3ebz_546.pdb 5.84658874901
trjconv_3ebz_328.pdb 8.04416558755
trjconv_3ebz_940.pdb 6.14984552652
trjconv_3ebz_238.pdb 5.85347759883
trjconv_3ebz_583.pdb 7.62209944831
trjconv_3ebz_329.pdb 8.09862951369
trjconv_3ebz_77.pdb 7.93897978332
trjconv_3ebz_957.pdb 7.98275015267
trjconv_3ebz_751.pdb 7.57470791516
trjconv_3ebz_21.pdb 7.87447141083
trjconv_3ebz_58.pdb 7.76713589427
trjconv_3ebz_874.pdb 7.18725260444
trjconv_3ebz_95.pdb 8.02845564228
trjconv_3ebz_219.pdb 7.44127005289
trjconv_3ebz_881.pdb 8.09230498684
trjconv_3ebz_275.pdb 7.59092221011
trjconv_3ebz_171.pdb 8.18557878222
trjconv_3ebz_554.pdb 7.85623955847
trjconv_3ebz_665.pdb 8.59173439999
trjconv_3ebz_135.pdb 6.85767453296
trjconv_3ebz_217.pdb 7.26880320273
trjconv_3ebz_968.pdb 7.35486913548
trjconv_3ebz_161.pdb 6.02272363636
trjconv_3ebz_681.pdb 7.58240726946
trjconv_3ebz_775.pdb 8.4205759898
trjconv_3ebz_156.pdb 7.70553048141
trjconv_3ebz_684.pdb 8.17168893192
trjconv_3ebz_726.pdb 7.68495933626
trjconv_3ebz_91.pdb 7.34376606381
trjconv_3ebz_917.pdb 7.92462617415
trjconv_3ebz_413.pdb 5.70328852505
trjconv_3ebz_55.pdb 8.20054266497
trjconv_3ebz_667.pdb 8.01664518362
trjconv_3ebz_444.pdb 8.33039014693
trjconv_3ebz_107.pdb 8.10670093195
trjconv_3ebz_722.pdb 7.81658493205
trjconv_3ebz_457.pdb 8.24197791795
trjconv_3ebz_289.pdb 7.58825408114
trjconv_3ebz_925.pdb 8.16530464833
trjconv_3ebz_129.pdb 7.383048151
trjconv_3ebz_170.pdb 5.84840149101
trjconv_3ebz_995.pdb 7.86069335364
trjconv_3ebz_513.pdb 5.67918127902
trjconv_3ebz_692.pdb 7.27349297106
trjconv_3ebz_6.pdb 6.06165818898
trjconv_3ebz_637.pdb 7.58014511734
trjconv_3ebz_959.pdb 7.90924775184
trjconv_3ebz_539.pdb 7.12689273106
trjconv_3ebz_703.pdb 7.88196041604
trjconv_3ebz_768.pdb 5.73954702045
trjconv_3ebz_523.pdb 5.78807394562
trjconv_3ebz_533.pdb 7.71843248335
trjconv_3ebz_839.pdb 6.64194248695
trjconv_3ebz_530.pdb 6.39588148733
trjconv_3ebz_99.pdb 7.69252234316
trjconv_3ebz_126.pdb 7.88916345375
trjconv_3ebz_184.pdb 8.13760407
trjconv_3ebz_646.pdb 6.70630300538
trjconv_3ebz_487.pdb 7.15508909798
trjconv_3ebz_535.pdb 8.7695723955
trjconv_3ebz_606.pdb 8.36795673985
trjconv_3ebz_721.pdb 7.41760743097
trjconv_3ebz_194.pdb 6.24887989963
trjconv_3ebz_205.pdb 5.91277430653
trjconv_3ebz_305.pdb 7.99353488765
trjconv_3ebz_854.pdb 6.81915683938
trjconv_3ebz_989.pdb 8.30490216679
trjconv_3ebz_378.pdb 6.81525494754
trjconv_3ebz_988.pdb 7.64160323492
trjconv_3ebz_74.pdb 7.42782606151
trjconv_3ebz_568.pdb 7.65995430796
trjconv_3ebz_198.pdb 6.14018729356
trjconv_3ebz_466.pdb 7.50995339533
trjconv_3ebz_47.pdb 8.27502265858
trjconv_3ebz_943.pdb 6.00104157626
trjconv_3ebz_801.pdb 7.97684148018
trjconv_3ebz_953.pdb 7.43200511302
trjconv_3ebz_949.pdb 6.17664957724
trjconv_3ebz_542.pdb 7.95991205982
trjconv_3ebz_324.pdb 8.27913038912
trjconv_3ebz_849.pdb 8.3559021057
trjconv_3ebz_96.pdb 7.77859241766
trjconv_3ebz_519.pdb 5.7065663932
trjconv_3ebz_719.pdb 8.36023923103
trjconv_3ebz_320.pdb 8.56016939085
trjconv_3ebz_937.pdb 9.16365101911
trjconv_3ebz_647.pdb 5.93772683777
trjconv_3ebz_338.pdb 7.55124493047
trjconv_3ebz_796.pdb 6.03663813724
trjconv_3ebz_575.pdb 7.76981981773
trjconv_3ebz_488.pdb 5.8789624935
trjconv_3ebz_592.pdb 7.86034986499
trjconv_3ebz_711.pdb 6.86037899828
trjconv_3ebz_610.pdb 8.14504143636
trjconv_3ebz_257.pdb 5.8546562666
trjconv_3ebz_399.pdb 9.51220268918
trjconv_3ebz_330.pdb 8.35147891095
trjconv_3ebz_902.pdb 7.24547444961
trjconv_3ebz_382.pdb 7.74117562131
trjconv_3ebz_615.pdb 7.41993261425
trjconv_3ebz_744.pdb 7.12186071192
trjconv_3ebz_852.pdb 7.04151262159
trjconv_3ebz_106.pdb 7.96176487972
trjconv_3ebz_200.pdb 5.81702673193
trjconv_3ebz_98.pdb 6.23623283722
trjconv_3ebz_755.pdb 8.10904433334
trjconv_3ebz_414.pdb 6.00051664442
trjconv_3ebz_656.pdb 7.66373277196
trjconv_3ebz_950.pdb 7.60385428582
trjconv_3ebz_196.pdb 6.28270642319
trjconv_3ebz_491.pdb 8.87475633468
trjconv_3ebz_37.pdb 7.9609170326
trjconv_3ebz_71.pdb 7.87817872354
trjconv_3ebz_810.pdb 7.40887980737
trjconv_3ebz_662.pdb 7.07453885423
trjconv_3ebz_573.pdb 7.83735924913
trjconv_3ebz_864.pdb 6.84530496034
trjconv_3ebz_890.pdb 7.86387944974
trjconv_3ebz_81.pdb 6.13695364167
trjconv_3ebz_868.pdb 7.62701776581
trjconv_3ebz_926.pdb 8.20186564143
trjconv_3ebz_145.pdb 7.85408174136
trjconv_3ebz_731.pdb 6.1324546472
trjconv_3ebz_517.pdb 6.03245389539
trjconv_3ebz_521.pdb 5.7404268134
trjconv_3ebz_470.pdb 7.58246661714
trjconv_3ebz_984.pdb 7.15596254881
trjconv_3ebz_476.pdb 5.64536978417
trjconv_3ebz_844.pdb 7.23532307503
trjconv_3ebz_924.pdb 7.33876011326
trjconv_3ebz_627.pdb 7.63799057344
trjconv_3ebz_785.pdb 6.03056382107
trjconv_3ebz_596.pdb 7.7121332976
trjconv_3ebz_220.pdb 7.53051127082
trjconv_3ebz_342.pdb 7.71145252206
trjconv_3ebz_158.pdb 6.55428867231
trjconv_3ebz_733.pdb 8.25986682701
trjconv_3ebz_840.pdb 7.69374421202
trjconv_3ebz_650.pdb 7.20691334761
trjconv_3ebz_215.pdb 7.14425643437
trjconv_3ebz_94.pdb 7.86904060226
trjconv_3ebz_600.pdb 7.32817849128
trjconv_3ebz_207.pdb 5.79183045332
trjconv_3ebz_472.pdb 7.50555127889
trjconv_3ebz_663.pdb 7.92811452995
trjconv_3ebz_352.pdb 7.290713271
trjconv_3ebz_283.pdb 7.81494721671
trjconv_3ebz_332.pdb 8.12116986647
trjconv_3ebz_516.pdb 6.08928567239
trjconv_3ebz_60.pdb 8.39703519107
trjconv_3ebz_515.pdb 5.92997470484
trjconv_3ebz_631.pdb 8.42555636145
trjconv_3ebz_831.pdb 7.99691815639
trjconv_3ebz_41.pdb 7.06894617323
trjconv_3ebz_887.pdb 8.76440528502
trjconv_3ebz_31.pdb 7.68815322428
trjconv_3ebz_339.pdb 8.1897619013
trjconv_3ebz_795.pdb 5.90691967103
trjconv_3ebz_793.pdb 6.17716763574
trjconv_3ebz_946.pdb 6.71720179837
trjconv_3ebz_702.pdb 7.62863028335
trjconv_3ebz_341.pdb 8.3553755152
trjconv_3ebz_323.pdb 8.27856267718
trjconv_3ebz_758.pdb 8.24738746513
trjconv_3ebz_164.pdb 5.58713701282
trjconv_3ebz_73.pdb 7.0138577117
trjconv_3ebz_202.pdb 5.81367353745
trjconv_3ebz_907.pdb 8.63266471027
trjconv_3ebz_882.pdb 7.44136412226
trjconv_3ebz_148.pdb 6.10497338242
trjconv_3ebz_274.pdb 6.55852117478
trjconv_3ebz_664.pdb 7.85056048954
trjconv_3ebz_253.pdb 5.83606031497
trjconv_3ebz_210.pdb 7.59627540312
trjconv_3ebz_469.pdb 8.05918109984
trjconv_3ebz_552.pdb 8.15149679507
trjconv_3ebz_999.pdb 8.31591847002
trjconv_3ebz_584.pdb 7.66243433903
trjconv_3ebz_288.pdb 7.28118122285
trjconv_3ebz_562.pdb 6.09303700957
trjconv_3ebz_467.pdb 7.67526546772
trjconv_3ebz_918.pdb 8.21012789182
trjconv_3ebz_80.pdb 7.58106852627
trjconv_3ebz_93.pdb 8.0551412154
trjconv_3ebz_481.pdb 7.08698807675
trjconv_3ebz_331.pdb 8.57747631882
trjconv_3ebz_807.pdb 8.39862488744
trjconv_3ebz_417.pdb 6.09118215127
trjconv_3ebz_293.pdb 7.79644149596
trjconv_3ebz_132.pdb 7.82542650595
trjconv_3ebz_891.pdb 7.63804294306
trjconv_3ebz_441.pdb 8.15721153336
trjconv_3ebz_599.pdb 8.11523259063
trjconv_3ebz_834.pdb 7.04895736971
trjconv_3ebz_964.pdb 6.97757837649
trjconv_3ebz_468.pdb 7.34000681199
trjconv_3ebz_683.pdb 7.93433677127
trjconv_3ebz_973.pdb 7.52455314288
trjconv_3ebz_825.pdb 7.33044336995
trjconv_3ebz_578.pdb 8.11847276278
